City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
446,Joao Pinheiro,BR,-17.7425,-46.1725,78.4,30,0,5.32,clear sky
447,Iquique,CL,-20.2208,-70.1431,62.64,74,82,8.43,broken clouds
448,Tacuarembo,UY,-31.7333,-55.9833,74.57,76,99,7.94,overcast clouds
449,Camocim,BR,-2.9022,-40.8411,83.03,67,54,15.28,broken clouds
450,Pizarro,CO,4.9533,-77.366,78.42,87,96,8.93,moderate rain
451,Tandil,AR,-37.3217,-59.1332,51.69,93,98,7.29,light rain
452,Hualmay,PE,-11.0964,-77.6139,66.31,73,16,13.65,few clouds
453,Avera,US,33.194,-82.5271,94.51,29,97,7.63,overcast clouds
454,Wanning,CN,18.8003,110.3967,79.05,89,98,4.97,overcast clouds
455,Katangli,RU,51.7102,143.2326,54.91,83,98,0.98,overcast clouds
456,Porto Belo,BR,-27.1578,-48.5531,73.8,83,100,8.61,overcast clouds
457,Taltal,CL,-25.4,-70.4833,64.06,71,85,5.95,overcast clouds
458,Hamina,FI,60.5697,27.1979,61.88,82,5,15.43,clear sky
459,Bahia Blanca,AR,-38.7196,-62.2724,50.52,93,100,9.22,light intensity drizzle
460,Jacareacanga,BR,-6.2222,-57.7528,97.07,22,62,2.68,broken clouds
461,Umm Lajj,SA,25.0213,37.2685,90.28,41,97,5.01,overcast clouds
462,San Quintin,MX,30.4833,-115.95,73.87,67,68,13.15,broken clouds
463,Praia Da Vitoria,PT,38.7333,-27.0667,76.75,78,75,6.11,broken clouds
464,Maragogi,BR,-9.0122,-35.2225,74.44,84,19,8.14,few clouds
465,Bud,US,39.447,-86.1758,84.4,76,54,13.69,broken clouds
466,Mezhova,UA,48.2532,36.7347,70.07,60,55,5.5,broken clouds
467,Marin,US,38.0666,-122.7344,79.95,65,0,16.11,clear sky
468,Sinop,TR,41.7711,34.8709,61.03,63,0,5.06,clear sky
469,Birao,CF,10.2849,22.7882,72.73,91,100,5.03,overcast clouds
470,Northam,GB,51.0333,-4.2167,61.39,77,92,4.45,overcast clouds
471,Likasi,CD,-10.9814,26.7333,59.72,46,33,3.15,scattered clouds
472,Nouadhibou,MR,20.931,-17.0347,76.98,78,3,20.71,clear sky
473,Qiryat Motzkin,IL,32.8364,35.0753,78.03,86,0,4.43,clear sky
474,Tabora,TZ,-5.0167,32.8,74.68,39,96,6.29,overcast clouds
475,Kahului,US,20.8947,-156.47,83.97,73,4,15.01,clear sky
476,Launceston,AU,-41.45,147.1667,42.8,89,40,3.44,scattered clouds
477,Aligudarz,IR,33.4006,49.6949,72.77,13,2,1.66,clear sky
478,Ostrovnoy,RU,68.0531,39.5131,62.82,85,100,17.13,overcast clouds
479,Benidorm,ES,38.5382,-0.131,82.49,83,6,3.0,clear sky
480,Voh,NC,-20.9667,164.7,67.96,85,100,4.16,overcast clouds
481,Odweyne,SO,9.4092,45.064,77.36,39,69,18.61,broken clouds
482,Tessalit,ML,20.1986,1.0114,103.66,12,100,7.16,overcast clouds
483,Emerald,AU,-23.5333,148.1667,44.65,66,0,10.69,clear sky
484,Sioux Lookout,CA,50.1001,-91.917,57.27,94,100,11.5,thunderstorm with rain
485,Yenagoa,NG,4.9247,6.2642,74.66,93,100,5.12,light rain
486,Soyo,AO,-6.1349,12.3689,70.3,89,37,8.52,scattered clouds
487,Conakry,GN,9.538,-13.6773,77.07,88,75,2.3,broken clouds
488,Alyangula,AU,-13.8483,136.4192,68.92,85,3,11.9,clear sky
489,Sobolevo,RU,54.4299,31.8996,60.89,94,100,1.01,overcast clouds
490,Sarankhola,BD,22.3082,89.7897,80.53,88,100,3.65,overcast clouds
491,Salalah,OM,17.0151,54.0924,75.51,95,99,7.25,overcast clouds
492,Zhigalovo,RU,54.8097,105.1578,55.65,96,100,6.71,light rain
493,Balayong,PH,9.4744,123.0623,75.54,88,97,3.6,overcast clouds
494,Rocha,UY,-34.4833,-54.3333,68.59,83,96,5.37,overcast clouds
495,Vardo,NO,70.3705,31.1107,62.58,82,0,14.97,clear sky
496,Westport,US,41.1415,-73.3579,88.45,56,100,4.0,overcast clouds
497,Bolivar,US,37.6145,-93.4105,97.57,43,87,7.43,overcast clouds
498,Znamenskoye,RU,57.1281,73.8282,62.2,97,100,8.1,overcast clouds
499,Broome,US,42.2506,-75.833,84.65,51,100,5.01,overcast clouds
500,Bandarbeyla,SO,9.4942,50.8122,76.71,83,7,31.07,clear sky
501,Nanakuli,US,21.3906,-158.1547,83.44,60,91,13.4,overcast clouds
502,Laguna,US,38.421,-121.4238,93.02,43,38,1.99,scattered clouds
503,Trincomalee,LK,8.5711,81.2335,80.53,79,92,5.91,light rain
504,Jalu,LY,29.0331,21.5482,86.95,37,0,18.97,clear sky
505,Egvekinot,RU,66.3167,-179.1667,37.98,79,100,6.55,light rain
506,Heihe,CN,50.2441,127.4902,66.78,91,97,5.97,overcast clouds
507,Weyburn,CA,49.6668,-103.8511,70.02,56,60,16.11,broken clouds
508,Ihosy,MG,-22.4,46.1167,58.57,93,6,7.14,clear sky
509,Amga,RU,60.8953,131.9608,63.81,79,21,1.01,few clouds
510,Valparaiso,CL,-33.0393,-71.6273,62.24,76,75,10.36,broken clouds
511,Mananara,MG,-16.1667,49.7667,67.44,86,89,4.36,overcast clouds
512,Vilyuysk,RU,63.7553,121.6247,64.47,75,9,5.66,clear sky
513,Anchorage,US,61.2181,-149.9003,63.28,69,20,5.99,few clouds
514,Areka,ET,7.0667,37.7,60.3,82,100,2.57,overcast clouds
515,Yingcheng,CN,30.95,113.55,78.96,92,100,5.86,overcast clouds
516,Ust-Kulom,RU,61.6864,53.6902,55.63,74,6,1.34,clear sky
517,San Juan,AR,-31.5375,-68.5364,54.84,61,71,14.97,broken clouds
518,Manta,EC,-0.95,-80.7333,76.78,78,100,5.75,overcast clouds
519,Morehead,US,37.2711,-87.1764,92.79,69,75,3.44,broken clouds
520,Alberton,CA,46.8168,-64.0654,80.73,59,14,3.87,few clouds
521,Nizhniy Kuranakh,RU,58.8353,125.4869,61.68,79,5,2.24,clear sky
522,Sahuaripa,MX,29.05,-109.2333,89.53,44,98,4.99,overcast clouds
523,Nisia Floresta,BR,-6.0911,-35.2086,82.78,79,14,10.92,few clouds
524,Rosetta,EG,31.4044,30.4164,78.89,73,0,6.2,clear sky
525,San Ignacio,BZ,17.1561,-89.0714,87.94,66,40,4.61,scattered clouds
526,Englewood,US,39.6478,-104.9878,91.22,44,37,8.75,scattered clouds
527,Solnechnyy,RU,50.7214,136.6319,60.19,96,48,3.06,scattered clouds
528,Mizan Teferi,ET,6.9833,35.5833,60.39,97,99,1.95,light rain
529,Viesca,MX,25.35,-102.8,92.68,26,65,8.1,broken clouds
530,Nyurba,RU,63.2842,118.3319,69.01,90,34,4.68,scattered clouds
531,Barra Do Corda,BR,-5.5,-45.25,94.93,26,96,3.89,overcast clouds
532,Gorontalo,ID,0.5412,123.0595,74.1,95,86,2.42,overcast clouds
533,Coquimbo,CL,-29.9533,-71.3436,58.73,77,0,11.5,clear sky
534,Erzin,TR,36.9559,36.2,78.01,54,0,2.15,clear sky
535,Hargeysa,SO,9.56,44.065,75.15,42,58,22.3,broken clouds
536,Dumas,US,35.8656,-101.9732,93.54,33,0,6.91,clear sky
537,Kajaani,FI,64.2273,27.7285,60.85,82,100,3.44,overcast clouds
538,Nioro,GM,13.35,-15.75,78.3,86,100,8.43,overcast clouds
539,Quatre Cocos,MU,-20.2078,57.7625,71.1,78,51,12.01,light rain
540,Catuday,PH,16.2923,119.8062,81.16,79,100,6.8,overcast clouds
541,Roma,US,43.2128,-75.4557,83.82,54,100,1.01,overcast clouds
542,Fairlie,GB,55.756,-4.8556,61.86,78,100,0.36,overcast clouds
543,Mukhen,RU,48.1,136.1,65.03,96,84,2.48,broken clouds
544,Suntar,RU,62.1444,117.6319,70.11,84,0,5.01,clear sky
545,Challans,FR,46.8436,-1.8749,72.52,71,74,8.66,broken clouds
546,Tungor,RU,53.3808,142.9564,52.93,93,29,7.18,scattered clouds
547,Porbandar,IN,21.6422,69.6093,81.25,82,80,11.59,broken clouds
548,Shenjiamen,CN,29.9576,122.298,79.79,91,26,13.87,scattered clouds
549,Nsukka,NG,6.8561,7.3927,70.48,95,100,4.54,overcast clouds
550,Bharatpur,IN,27.2167,77.4833,86.0,69,78,5.03,moderate rain
551,Kirakira,SB,-10.4544,161.9205,77.63,85,70,5.59,broken clouds
552,Jequie,BR,-13.8575,-40.0836,75.18,60,52,6.04,broken clouds
553,Brae,GB,60.3964,-1.353,54.1,81,50,7.0,scattered clouds
554,Bafq,IR,31.6128,55.4107,83.12,57,99,10.92,light rain
555,La Primavera,CO,5.4906,-70.4092,77.23,88,100,2.59,overcast clouds
556,Bandar-E Lengeh,IR,26.5579,54.8807,88.83,70,100,16.89,overcast clouds
557,Verkhnyaya Inta,RU,65.9811,60.3094,56.88,63,91,7.76,overcast clouds
558,Kushima,JP,31.4583,131.2333,79.43,93,11,4.9,few clouds
559,Jining,CN,35.405,116.5814,74.3,98,100,8.23,overcast clouds
560,Kryve Ozero,UA,47.9524,30.3493,72.61,46,57,10.33,broken clouds
561,Peterhead,GB,57.5058,-1.7981,57.6,79,72,6.06,broken clouds
562,San Miguel,SV,13.4833,-88.1833,89.46,56,24,3.13,few clouds
563,Porto Velho,BR,-8.7619,-63.9039,95.05,26,40,4.61,scattered clouds
564,Puerto Carreno,CO,6.189,-67.4859,84.18,74,40,4.61,scattered clouds
565,Ternate,ID,0.8,127.4,79.25,82,33,2.95,scattered clouds
566,Yanam,IN,16.7333,82.2167,78.55,89,95,1.1,overcast clouds
567,Verkhnyaya Maksakovka,RU,61.635,50.9674,59.18,77,0,4.47,clear sky
568,Kahramanmaras,TR,38.0,37.0,66.94,31,0,5.06,clear sky
569,Pryazha,RU,61.6926,33.6216,65.43,90,100,4.65,overcast clouds
570,College,US,64.8569,-147.8028,55.35,81,75,8.05,broken clouds
571,Tecoanapa,MX,16.5167,-98.75,84.88,69,92,10.6,overcast clouds
572,Guerrero Negro,MX,27.9769,-114.0611,80.2,51,25,11.5,scattered clouds
573,Venado Tuerto,AR,-33.7456,-61.9688,58.77,91,100,14.16,overcast clouds
574,Nara,JP,34.6851,135.8049,81.5,68,28,2.8,scattered clouds
575,Ostrov,RU,57.3439,28.3537,58.73,96,1,4.45,clear sky
576,Daru,PG,-9.0763,143.2092,76.33,90,97,17.18,overcast clouds
577,Broken Hill,AU,-31.95,141.4333,41.52,72,78,2.37,broken clouds
578,Tiarei,PF,-17.5333,-149.3333,78.82,76,69,26.15,broken clouds
579,Pokosnoye,RU,55.5258,101.0536,58.64,72,100,4.94,overcast clouds
580,San-Pedro,CI,4.7485,-6.6363,74.89,86,75,10.94,broken clouds
581,Olafsvik,IS,64.8945,-23.7142,51.46,80,92,19.48,overcast clouds
582,Tafalla,ES,42.5269,-1.6745,77.88,54,0,12.01,clear sky
583,Bontang,ID,0.1333,117.5,76.98,89,100,3.71,moderate rain
584,Lipin Bor,RU,60.2622,37.9763,69.01,81,90,5.3,overcast clouds
585,Salacgriva,LV,57.7536,24.3581,60.69,76,100,9.01,overcast clouds
586,Kloulklubed,PW,7.0419,134.2556,83.61,72,97,8.46,overcast clouds
587,Grand-Santi,GF,4.25,-54.3833,82.47,78,72,2.3,broken clouds
588,Terra Santa,BR,-2.1042,-56.4869,83.55,66,100,1.19,overcast clouds
589,Oxford,GB,51.7522,-1.256,66.74,63,75,4.61,broken clouds
590,Moose Factory,CA,51.2585,-80.6094,66.18,94,75,10.36,light rain
591,Nuevo Imperial,PE,-13.0754,-76.3172,66.67,70,18,9.22,few clouds
592,Bairiki,KI,1.3292,172.9752,81.01,77,12,15.08,few clouds
593,Bulgan,MN,48.8125,103.5347,51.62,98,100,3.22,overcast clouds
594,Hondo,JP,32.45,130.2,79.74,83,21,3.87,few clouds
595,Aris,GR,37.1,22.0,85.21,78,20,0.0,few clouds
596,Chunskiy,RU,56.0815,99.6342,52.5,92,99,2.86,overcast clouds
597,Ola,RU,59.5833,151.2833,56.73,84,96,2.95,overcast clouds
598,Bosaso,SO,11.2842,49.1816,90.43,45,80,7.38,broken clouds
599,Rincon,US,32.296,-81.2354,93.16,46,75,10.36,broken clouds
600,Kollam,IN,8.8833,76.6,74.46,95,100,2.95,overcast clouds
601,Thinadhoo,MV,0.5333,72.9333,82.72,74,100,11.95,overcast clouds
602,Bilma,NE,18.6853,12.9164,93.94,10,56,11.65,broken clouds
603,Orsk,RU,51.2049,58.5668,61.7,94,75,8.95,broken clouds
604,Columbus,US,39.9612,-82.9988,83.88,78,100,1.01,overcast clouds
605,Torzhok,RU,57.0436,34.9622,64.53,98,100,5.44,overcast clouds
606,Thul,PK,28.2403,68.7759,87.67,74,100,2.8,moderate rain
607,Kashi,CN,39.4547,75.9797,88.77,17,63,6.35,broken clouds
608,Chokwe,MZ,-24.5333,32.9833,65.3,60,0,6.13,clear sky
609,Sakakah,SA,29.9697,40.2064,93.2,12,0,9.22,clear sky
610,Xichang,CN,27.8964,102.2634,63.01,91,39,1.88,scattered clouds
611,Upington,ZA,-28.4478,21.2561,57.16,33,0,4.92,clear sky
612,Tres Lagoas,BR,-20.7511,-51.6783,88.45,20,0,2.93,clear sky
613,Yeppoon,AU,-23.1333,150.7333,42.58,62,0,4.79,clear sky
614,Shimoda,JP,34.6667,138.95,76.1,92,94,6.82,overcast clouds
615,Diffa,NE,13.3154,12.6113,73.92,87,100,10.92,moderate rain
616,Luau,AO,-10.7073,22.2247,63.52,30,37,3.8,scattered clouds
617,Hambantota,LK,6.1241,81.1185,78.48,83,96,4.81,overcast clouds
618,Road Town,VG,18.4167,-64.6167,81.7,72,1,16.17,clear sky
619,Kampene,CD,-3.6,26.6667,75.29,50,95,1.48,overcast clouds
620,Tyukalinsk,RU,55.8732,72.1967,62.96,97,100,12.97,light rain
621,Filingue,NE,14.3521,3.3168,93.09,41,19,16.37,few clouds
622,Manado,ID,1.487,124.8455,75.97,94,40,1.14,scattered clouds
623,Nabire,ID,-3.3667,135.4833,74.77,93,82,3.29,broken clouds
624,Baglan,AF,36.1307,68.7083,90.54,19,0,3.8,clear sky
625,Malanje,AO,-9.5402,16.341,70.27,21,100,1.16,overcast clouds
626,Abu Kamal,SY,34.4506,40.9171,94.23,14,0,8.77,clear sky
627,Peniche,PT,39.3558,-9.3811,68.29,82,0,19.42,clear sky
628,Lorengau,PG,-2.0226,147.2712,81.57,76,39,9.86,scattered clouds
629,Lufilufi,WS,-13.8745,-171.5986,76.78,66,29,18.25,scattered clouds
630,Anadyr,RU,64.75,177.4833,48.0,81,100,8.01,overcast clouds
631,Salinas,US,36.6777,-121.6555,76.01,73,40,9.22,scattered clouds
632,Hurghada,EG,27.2574,33.8129,87.4,23,14,11.86,few clouds
633,Pouso Alegre,BR,-22.23,-45.9364,72.32,45,5,3.56,clear sky
634,Panguipulli,CL,-39.6333,-72.3333,51.4,76,89,0.96,overcast clouds
635,Caravelas,BR,-17.7125,-39.2481,72.07,75,4,4.61,clear sky
636,Boddam,GB,57.4667,-1.7833,57.58,79,76,6.29,broken clouds
637,New Ulm,US,44.3125,-94.4605,85.28,41,0,12.66,clear sky
638,Karratha,AU,-20.7377,116.8463,68.14,53,5,7.45,clear sky
639,Yangambi,CD,0.8102,24.4336,71.28,97,71,1.72,broken clouds
640,Enshi,CN,30.3,109.4833,71.56,97,99,1.19,overcast clouds
641,Port Lincoln,AU,-34.7333,135.8667,50.14,86,86,8.32,overcast clouds
642,Ler,SS,8.3018,30.1418,71.08,95,100,2.82,light rain
643,Husavik,IS,66.0449,-17.3389,60.03,69,100,15.9,overcast clouds
644,Ballina,AU,-28.8667,153.5667,48.02,82,100,7.92,overcast clouds
645,Vengerovo,RU,55.6848,76.7471,66.69,77,100,8.03,overcast clouds
646,Igarka,RU,67.4667,86.5833,59.77,71,100,5.32,overcast clouds
647,Ketchikan,US,55.3422,-131.6461,71.02,57,0,7.67,clear sky
648,Vostok,RU,46.4856,135.8833,61.97,95,93,3.13,overcast clouds
649,Mujiayingzi,CN,42.1167,118.7833,65.62,90,100,1.68,overcast clouds
650,Victor Harbor,AU,-35.5667,138.6167,49.68,93,86,5.64,light rain
651,Maniitsoq,GL,65.4167,-52.9,43.38,88,42,14.25,scattered clouds
652,Dakoro,NE,14.5106,6.765,75.31,83,100,22.46,heavy intensity rain
653,Maraa,BR,-1.8333,-65.3667,78.49,88,97,0.49,overcast clouds
654,Dalmatovo,RU,56.26,62.9362,55.62,83,100,8.37,overcast clouds
655,Muli,MV,2.9167,73.5667,82.51,76,97,15.05,overcast clouds
656,Boca Do Acre,BR,-8.7522,-67.3978,96.24,25,74,1.72,broken clouds
657,Mogzon,RU,51.7435,111.9606,50.38,96,100,8.77,overcast clouds
658,Makakilo City,US,21.3469,-158.0858,82.0,58,81,15.86,broken clouds
659,Sharan,RU,54.8167,54.0,65.25,85,93,6.33,overcast clouds
660,Turayf,SA,31.6725,38.6637,86.23,13,0,7.96,clear sky
661,Flic En Flac,MU,-20.2742,57.3631,71.53,80,47,10.78,scattered clouds
662,Formosa,AR,-26.1775,-58.1781,89.6,31,86,5.7,overcast clouds
663,Vryburg,ZA,-26.9566,24.7284,60.71,41,2,10.65,clear sky
664,Akyab,MM,20.15,92.9,82.24,81,100,7.36,overcast clouds
665,Rio Gallegos,AR,-51.6226,-69.2181,33.76,63,100,7.25,overcast clouds
666,Sangamner,IN,19.5667,74.2167,75.29,87,100,5.1,overcast clouds
667,Norton,ZW,-17.8833,30.7,53.2,60,15,3.74,few clouds
668,Yongan,CN,39.6957,113.6871,59.07,87,1,1.01,clear sky
669,Libourne,FR,44.9167,-0.25,70.3,59,0,10.13,clear sky
